entry,at,order
"""TMILZ$ @ NfALsuXjZ9"" posts a big blind of 10",2021-04-23T06:49:57.627Z,161916059763213
"""Adi @ YH01OuL_N3"" posts a small blind of 5",2021-04-23T06:49:57.627Z,161916059763212
"Your hand is 10♦, 7♦",2021-04-23T06:49:57.627Z,161916059763205
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1812) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2795) | #3 ""cw @ CE0qz3cL7r"" (3107) | #4 ""nik @ fYiRGQheT5"" (2800) | #5 ""Eric @ dei7kEnUlw"" (1205) | #7 ""kz @ 0a6Ik_ZRiT"" (1816) | #8 ""GGGGunit @ BSJhpWucQ9"" (1000) | #9 ""kmoney @ 207qEauJ4R"" (1916) | #10 ""GQ @ Tj43FUuDGB"" (1407)",2021-04-23T06:49:57.627Z,161916059763202
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""GQ @ Tj43FUuDGB"") --",2021-04-23T06:49:57.627Z,161916059763201
"The player ""GGGGunit @ BSJhpWucQ9"" joined the game with a stack of 1000.",2021-04-23T06:49:57.627Z,161916059763200
"-- ending hand #115 --",2021-04-23T06:49:54.701Z,161916059470202
"""kmoney @ 207qEauJ4R"" collected 500 from pot",2021-04-23T06:49:54.701Z,161916059470201
"Uncalled bet of 250 returned to ""kmoney @ 207qEauJ4R""",2021-04-23T06:49:54.701Z,161916059470200
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:49:53.893Z,161916059389400
"""kmoney @ 207qEauJ4R"" bets 250",2021-04-23T06:49:32.162Z,161916057216400
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:49:16.638Z,161916055663900
"River: 10♥, 7♥, Q♣, Q♥ [Q♦]",2021-04-23T06:49:04.931Z,161916054493600
"""kmoney @ 207qEauJ4R"" calls 190",2021-04-23T06:49:04.124Z,161916054412400
"""Adi @ YH01OuL_N3"" raises to 190",2021-04-23T06:48:58.138Z,161916053813900
"""kmoney @ 207qEauJ4R"" bets 60",2021-04-23T06:48:41.724Z,161916052172500
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:48:38.331Z,161916051833200
"Turn: 10♥, 7♥, Q♣ [Q♥]",2021-04-23T06:48:25.330Z,161916050533400
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:48:24.522Z,161916050452300
"""kmoney @ 207qEauJ4R"" calls 40",2021-04-23T06:48:18.214Z,161916049821400
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:48:16.388Z,161916049638900
"""Adi @ YH01OuL_N3"" bets 40",2021-04-23T06:48:14.437Z,161916049443900
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T06:47:55.634Z,161916047563500
"Flop:  [10♥, 7♥, Q♣]",2021-04-23T06:47:52.930Z,161916047293200
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:47:52.118Z,161916047211800
"""GQ @ Tj43FUuDGB"" calls 10",2021-04-23T06:47:51.197Z,161916047119900
"""kmoney @ 207qEauJ4R"" calls 10",2021-04-23T06:47:49.113Z,161916046911400
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:47:42.067Z,161916046206800
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T06:47:40.810Z,161916046081100
"The admin approved the player ""GGGGunit @ BSJhpWucQ9"" participation with a stack of 1000.",2021-04-23T06:47:36.037Z,161916045604300
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:47:32.678Z,161916045267900
"The player ""GGGGunit @ BSJhpWucQ9"" requested a seat.",2021-04-23T06:47:32.281Z,161916045228200
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:47:31.764Z,161916045176400
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:47:28.855Z,161916044885700
"""Adi @ YH01OuL_N3"" posts a big blind of 10",2021-04-23T06:47:27.557Z,161916044756512
"""GQ @ Tj43FUuDGB"" posts a small blind of 5",2021-04-23T06:47:27.557Z,161916044756511
"Your hand is J♥, 2♦",2021-04-23T06:47:27.557Z,161916044756505
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2795) | #3 ""cw @ CE0qz3cL7r"" (3107) | #4 ""nik @ fYiRGQheT5"" (2800) | #5 ""Eric @ dei7kEnUlw"" (1215) | #7 ""kz @ 0a6Ik_ZRiT"" (1816) | #9 ""kmoney @ 207qEauJ4R"" (1656) | #10 ""GQ @ Tj43FUuDGB"" (1417)",2021-04-23T06:47:27.557Z,161916044756502
"-- starting hand #115  (No Limit Texas Hold'em) (dealer: ""kmoney @ 207qEauJ4R"") --",2021-04-23T06:47:27.557Z,161916044756501
"The player ""GGGGunit @ BSJhpWucQ9"" quits the game with a stack of 0.",2021-04-23T06:47:27.557Z,161916044756500
"-- ending hand #114 --",2021-04-23T06:47:18.526Z,161916043852801
"""kz @ 0a6Ik_ZRiT"" collected 1105 from pot with Two Pair, J's & 7's (combination: J♦, J♠, 7♦, 7♠, 8♠)",2021-04-23T06:47:18.526Z,161916043852800
"River: 7♦, 4♦, 7♠, 2♦ [8♠]",2021-04-23T06:47:14.482Z,161916043448600
"Turn: 7♦, 4♦, 7♠ [2♦]",2021-04-23T06:47:10.451Z,161916043045700
"""GGGGunit @ BSJhpWucQ9"" shows a K♠, Q♥.",2021-04-23T06:47:06.398Z,161916042641001
"""kz @ 0a6Ik_ZRiT"" shows a J♦, J♠.",2021-04-23T06:47:06.398Z,161916042641000
"""kz @ 0a6Ik_ZRiT"" calls 420",2021-04-23T06:47:05.582Z,161916042558300
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:46:45.985Z,161916040598600
"""GGGGunit @ BSJhpWucQ9"" raises to 420 and go all in",2021-04-23T06:46:38.369Z,161916039837000
"""kz @ 0a6Ik_ZRiT"" calls 50",2021-04-23T06:46:25.359Z,161916038536000
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:46:23.764Z,161916038376500
"""GQ @ Tj43FUuDGB"" bets 50",2021-04-23T06:46:18.442Z,161916037844300
"Flop:  [7♦, 4♦, 7♠]",2021-04-23T06:46:11.397Z,161916037139800
"""kz @ 0a6Ik_ZRiT"" calls 50",2021-04-23T06:46:10.588Z,161916037058900
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:46:09.472Z,161916036947300
"""cw @ CE0qz3cL7r"" calls 50",2021-04-23T06:46:08.578Z,161916036857900
"""GQ @ Tj43FUuDGB"" calls 50",2021-04-23T06:45:57.075Z,161916035707600
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:45:53.854Z,161916035385400
"""GGGGunit @ BSJhpWucQ9"" raises to 50",2021-04-23T06:45:48.568Z,161916034856900
"""kz @ 0a6Ik_ZRiT"" raises to 20",2021-04-23T06:45:43.730Z,161916034373100
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T06:45:40.304Z,161916034030600
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:45:39.407Z,161916033940800
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T06:45:37.505Z,161916033750700
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:45:33.344Z,161916033334500
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:45:30.976Z,161916033097700
"""GQ @ Tj43FUuDGB"" posts a big blind of 10",2021-04-23T06:45:25.053Z,161916032505412
"""kmoney @ 207qEauJ4R"" posts a small blind of 5",2021-04-23T06:45:25.053Z,161916032505411
"Your hand is 10♠, A♠",2021-04-23T06:45:25.053Z,161916032505404
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2795) | #3 ""cw @ CE0qz3cL7r"" (3157) | #4 ""nik @ fYiRGQheT5"" (2800) | #5 ""Eric @ dei7kEnUlw"" (1225) | #7 ""kz @ 0a6Ik_ZRiT"" (1181) | #8 ""GGGGunit @ BSJhpWucQ9"" (470) | #9 ""kmoney @ 207qEauJ4R"" (1661) | #10 ""GQ @ Tj43FUuDGB"" (1517)",2021-04-23T06:45:25.053Z,161916032505401
"-- starting hand #114  (No Limit Texas Hold'em) (dealer: ""GGGGunit @ BSJhpWucQ9"") --",2021-04-23T06:45:25.053Z,161916032505400
"-- ending hand #113 --",2021-04-23T06:45:22.136Z,161916032213702
"""Eric @ dei7kEnUlw"" collected 200 from pot",2021-04-23T06:45:22.136Z,161916032213701
"Uncalled bet of 80 returned to ""Eric @ dei7kEnUlw""",2021-04-23T06:45:22.136Z,161916032213700
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:45:21.329Z,161916032133000
"""Eric @ dei7kEnUlw"" raises to 120",2021-04-23T06:45:04.605Z,161916030460600
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:45:02.140Z,161916030214100
"""GGGGunit @ BSJhpWucQ9"" bets 40",2021-04-23T06:44:59.957Z,161916029995800
"Flop:  [K♥, Q♣, 4♦]",2021-04-23T06:44:52.924Z,161916029292500
"""kmoney @ 207qEauJ4R"" calls 40",2021-04-23T06:44:52.074Z,161916029207400
"""GGGGunit @ BSJhpWucQ9"" calls 40",2021-04-23T06:44:50.192Z,161916029019300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:44:44.710Z,161916028471100
"""Eric @ dei7kEnUlw"" raises to 40",2021-04-23T06:44:43.804Z,161916028380400
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:44:41.012Z,161916028101300
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:44:38.278Z,161916027827900
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:44:37.373Z,161916027737400
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:44:35.910Z,161916027591000
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:44:34.984Z,161916027498500
"""kmoney @ 207qEauJ4R"" posts a big blind of 10",2021-04-23T06:44:30.954Z,161916027095512
"""GGGGunit @ BSJhpWucQ9"" posts a small blind of 5",2021-04-23T06:44:30.954Z,161916027095511
"Your hand is 7♠, J♦",2021-04-23T06:44:30.954Z,161916027095504
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2795) | #3 ""cw @ CE0qz3cL7r"" (3157) | #4 ""nik @ fYiRGQheT5"" (2800) | #5 ""Eric @ dei7kEnUlw"" (1105) | #7 ""kz @ 0a6Ik_ZRiT"" (1181) | #8 ""GGGGunit @ BSJhpWucQ9"" (550) | #9 ""kmoney @ 207qEauJ4R"" (1701) | #10 ""GQ @ Tj43FUuDGB"" (1517)",2021-04-23T06:44:30.954Z,161916027095501
"-- starting hand #113  (No Limit Texas Hold'em) (dealer: ""kz @ 0a6Ik_ZRiT"") --",2021-04-23T06:44:30.954Z,161916027095500
"""kz @ 0a6Ik_ZRiT"" shows a Q♥, 6♦.",2021-04-23T06:44:23.268Z,161916026326800
"-- ending hand #112 --",2021-04-23T06:44:21.816Z,161916026181803
"""TMILZ$ @ NfALsuXjZ9"" shows a Q♠, J♣.",2021-04-23T06:44:21.816Z,161916026181802
"""nik @ fYiRGQheT5"" collected 480 from pot with Pair, 5's (combination: 5♥, 5♣, 9♥, 7♥, 4♠)",2021-04-23T06:44:21.816Z,161916026181801
"""nik @ fYiRGQheT5"" shows a 5♥, 7♥.",2021-04-23T06:44:21.816Z,161916026181800
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:44:21.001Z,161916026100500
"""TMILZ$ @ NfALsuXjZ9"" checks",2021-04-23T06:44:19.802Z,161916025980300
"River: 9♥, 4♠, 5♣, 3♥ [2♦]",2021-04-23T06:44:10.421Z,161916025042600
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:44:09.609Z,161916024961000
"""TMILZ$ @ NfALsuXjZ9"" checks",2021-04-23T06:44:06.349Z,161916024635000
"Turn: 9♥, 4♠, 5♣ [3♥]",2021-04-23T06:44:01.505Z,161916024151300
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:44:00.693Z,161916024069400
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:43:59.795Z,161916023979600
"""nik @ fYiRGQheT5"" calls 145",2021-04-23T06:43:58.892Z,161916023889300
"""TMILZ$ @ NfALsuXjZ9"" raises to 145",2021-04-23T06:43:51.647Z,161916023164800
"""kmoney @ 207qEauJ4R"" bets 45",2021-04-23T06:43:40.152Z,161916022015300
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:43:32.329Z,161916021233000
"Flop:  [9♥, 4♠, 5♣]",2021-04-23T06:43:30.181Z,161916021018200
"""GGGGunit @ BSJhpWucQ9"" calls 35",2021-04-23T06:43:29.369Z,161916020937100
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:43:28.136Z,161916020813700
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:43:26.396Z,161916020639700
"""nik @ fYiRGQheT5"" calls 35",2021-04-23T06:43:24.539Z,161916020454000
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:43:23.041Z,161916020304200
"""TMILZ$ @ NfALsuXjZ9"" calls 35",2021-04-23T06:43:19.895Z,161916019989500
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:43:18.016Z,161916019801700
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:43:16.436Z,161916019643700
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:43:11.437Z,161916019143800
"""GGGGunit @ BSJhpWucQ9"" posts a big blind of 10",2021-04-23T06:43:06.937Z,161916018693812
"""kz @ 0a6Ik_ZRiT"" posts a small blind of 5",2021-04-23T06:43:06.937Z,161916018693811
"Your hand is 6♣, 6♥",2021-04-23T06:43:06.937Z,161916018693804
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2975) | #3 ""cw @ CE0qz3cL7r"" (3157) | #4 ""nik @ fYiRGQheT5"" (2500) | #5 ""Eric @ dei7kEnUlw"" (1105) | #7 ""kz @ 0a6Ik_ZRiT"" (1186) | #8 ""GGGGunit @ BSJhpWucQ9"" (585) | #9 ""kmoney @ 207qEauJ4R"" (1781) | #10 ""GQ @ Tj43FUuDGB"" (1517)",2021-04-23T06:43:06.937Z,161916018693801
"-- starting hand #112  (No Limit Texas Hold'em) (dealer: ""Eric @ dei7kEnUlw"") --",2021-04-23T06:43:06.937Z,161916018693800
"-- ending hand #111 --",2021-04-23T06:43:04.022Z,161916018402302
"""kmoney @ 207qEauJ4R"" collected 140 from pot",2021-04-23T06:43:04.022Z,161916018402301
"Uncalled bet of 100 returned to ""kmoney @ 207qEauJ4R""",2021-04-23T06:43:04.022Z,161916018402300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:43:03.211Z,161916018321300
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:43:02.301Z,161916018230200
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:42:58.807Z,161916017880800
"""kmoney @ 207qEauJ4R"" bets 100",2021-04-23T06:42:57.064Z,161916017707800
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:42:54.073Z,161916017407300
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:42:50.930Z,161916017093000
"Flop:  [J♦, 4♥, 10♣]",2021-04-23T06:42:29.382Z,161916014938400
"""kz @ 0a6Ik_ZRiT"" calls 35",2021-04-23T06:42:28.570Z,161916014857200
"""Eric @ dei7kEnUlw"" calls 35",2021-04-23T06:42:25.524Z,161916014552500
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:42:08.529Z,161916012853100
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:42:07.615Z,161916012761600
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:42:03.546Z,161916012354700
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:42:02.691Z,161916012269200
"""GQ @ Tj43FUuDGB"" calls 35",2021-04-23T06:41:59.858Z,161916011985900
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:41:56.284Z,161916011628500
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:41:44.166Z,161916010416700
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T06:41:42.532Z,161916010253312
"""Eric @ dei7kEnUlw"" posts a small blind of 5",2021-04-23T06:41:42.532Z,161916010253311
"Your hand is 5♦, 7♣",2021-04-23T06:41:42.532Z,161916010253304
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2975) | #3 ""cw @ CE0qz3cL7r"" (3157) | #4 ""nik @ fYiRGQheT5"" (2500) | #5 ""Eric @ dei7kEnUlw"" (1140) | #7 ""kz @ 0a6Ik_ZRiT"" (1221) | #8 ""GGGGunit @ BSJhpWucQ9"" (585) | #9 ""kmoney @ 207qEauJ4R"" (1676) | #10 ""GQ @ Tj43FUuDGB"" (1552)",2021-04-23T06:41:42.532Z,161916010253301
"-- starting hand #111  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T06:41:42.532Z,161916010253300
"-- ending hand #110 --",2021-04-23T06:41:33.518Z,161916009351904
"""kz @ 0a6Ik_ZRiT"" collected 238 from pot with Straight, A High (combination: A♦, K♥, Q♦, J♦, 10♣)",2021-04-23T06:41:33.518Z,161916009351903
"""kz @ 0a6Ik_ZRiT"" shows a 3♦, A♦.",2021-04-23T06:41:33.518Z,161916009351902
"""cw @ CE0qz3cL7r"" collected 237 from pot with Straight, A High (combination: A♣, K♥, Q♦, J♦, 10♣)",2021-04-23T06:41:33.518Z,161916009351901
"""cw @ CE0qz3cL7r"" shows a 7♣, A♣.",2021-04-23T06:41:33.518Z,161916009351900
"""cw @ CE0qz3cL7r"" calls 100",2021-04-23T06:41:32.712Z,161916009271300
"""kz @ 0a6Ik_ZRiT"" bets 100",2021-04-23T06:40:58.421Z,161916005842200
"River: Q♦, J♦, 6♠, 10♣ [K♥]",2021-04-23T06:40:32.573Z,161916003258100
"""kz @ 0a6Ik_ZRiT"" calls 90",2021-04-23T06:40:31.764Z,161916003176500
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:40:27.742Z,161916002774300
"""cw @ CE0qz3cL7r"" bets 90",2021-04-23T06:40:23.625Z,161916002362600
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:40:14.201Z,161916001420200
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:40:11.763Z,161916001176400
"Turn: Q♦, J♦, 6♠ [10♣]",2021-04-23T06:40:05.284Z,161916000528500
"""cw @ CE0qz3cL7r"" checks",2021-04-23T06:40:04.476Z,161916000447700
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:40:03.565Z,161916000356700
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:40:01.260Z,161916000126100
"Flop:  [Q♦, J♦, 6♠]",2021-04-23T06:39:58.568Z,161915999856900
"""kz @ 0a6Ik_ZRiT"" calls 30",2021-04-23T06:39:57.760Z,161915999776100
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T06:39:56.133Z,161915999613400
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:39:52.009Z,161915999201000
"""cw @ CE0qz3cL7r"" raises to 30",2021-04-23T06:39:49.737Z,161915998973800
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:39:34.203Z,161915997420400
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:39:33.339Z,161915997333900
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:39:30.993Z,161915997099400
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:39:30.107Z,161915997010800
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:39:29.206Z,161915996920600
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T06:39:27.723Z,161915996772300
"""Eric @ dei7kEnUlw"" posts a big blind of 10",2021-04-23T06:39:24.662Z,161915996466312
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T06:39:24.662Z,161915996466311
"Your hand is 7♣, A♣",2021-04-23T06:39:24.662Z,161915996466304
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2052) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2975) | #3 ""cw @ CE0qz3cL7r"" (3140) | #4 ""nik @ fYiRGQheT5"" (2505) | #5 ""Eric @ dei7kEnUlw"" (1170) | #7 ""kz @ 0a6Ik_ZRiT"" (1203) | #8 ""GGGGunit @ BSJhpWucQ9"" (585) | #9 ""kmoney @ 207qEauJ4R"" (1676) | #10 ""GQ @ Tj43FUuDGB"" (1552)",2021-04-23T06:39:24.662Z,161915996466301
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T06:39:24.662Z,161915996466300
"""kz @ 0a6Ik_ZRiT"" shows a 4♠, 3♦.",2021-04-23T06:39:23.456Z,161915996345700
"-- ending hand #109 --",2021-04-23T06:39:15.551Z,161915995556702
"""nik @ fYiRGQheT5"" collected 625 from pot with Two Pair, A's & 3's (combination: A♣, A♦, 3♥, 3♠, K♠)",2021-04-23T06:39:15.551Z,161915995556701
"""nik @ fYiRGQheT5"" shows a K♠, A♣.",2021-04-23T06:39:15.551Z,161915995556700
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:39:14.741Z,161915995474200
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:39:05.024Z,161915994502500
"River: 7♠, 3♥, 3♠, J♦ [A♦]",2021-04-23T06:39:04.021Z,161915994403100
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:39:03.209Z,161915994321000
"""nik @ fYiRGQheT5"" calls 130",2021-04-23T06:38:52.428Z,161915993242900
"""Adi @ YH01OuL_N3"" bets 130",2021-04-23T06:38:49.836Z,161915992983600
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:38:42.239Z,161915992224000
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:38:40.590Z,161915992059100
"Turn: 7♠, 3♥, 3♠ [J♦]",2021-04-23T06:38:39.338Z,161915991934200
"""nik @ fYiRGQheT5"" calls 50",2021-04-23T06:38:38.524Z,161915991852600
"""Adi @ YH01OuL_N3"" calls 50",2021-04-23T06:38:37.308Z,161915991730900
"""GGGGunit @ BSJhpWucQ9"" bets 50",2021-04-23T06:38:33.446Z,161915991344700
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:38:26.466Z,161915990646700
"Flop:  [7♠, 3♥, 3♠]",2021-04-23T06:38:24.935Z,161915990493700
"""nik @ fYiRGQheT5"" calls 70",2021-04-23T06:38:24.128Z,161915990412900
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:38:21.898Z,161915990189900
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:38:18.093Z,161915989809400
"""Adi @ YH01OuL_N3"" calls 70",2021-04-23T06:38:15.857Z,161915989585800
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:38:09.372Z,161915988937300
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:38:07.021Z,161915988702200
"""GGGGunit @ BSJhpWucQ9"" raises to 70",2021-04-23T06:38:06.025Z,161915988602600
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:37:58.062Z,161915987806300
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:37:57.155Z,161915987715500
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T06:37:54.183Z,161915987418412
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T06:37:54.183Z,161915987418411
"Your hand is 7♦, 6♠",2021-04-23T06:37:54.183Z,161915987418404
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2302) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2975) | #3 ""cw @ CE0qz3cL7r"" (3145) | #4 ""nik @ fYiRGQheT5"" (2130) | #5 ""Eric @ dei7kEnUlw"" (1170) | #7 ""kz @ 0a6Ik_ZRiT"" (1203) | #8 ""GGGGunit @ BSJhpWucQ9"" (705) | #9 ""kmoney @ 207qEauJ4R"" (1676) | #10 ""GQ @ Tj43FUuDGB"" (1552)",2021-04-23T06:37:54.183Z,161915987418401
"-- starting hand #109  (No Limit Texas Hold'em) (dealer: ""TMILZ$ @ NfALsuXjZ9"") --",2021-04-23T06:37:54.183Z,161915987418400
"-- ending hand #108 --",2021-04-23T06:37:51.261Z,161915987126302
"""Adi @ YH01OuL_N3"" collected 460 from pot",2021-04-23T06:37:51.261Z,161915987126301
"Uncalled bet of 130 returned to ""Adi @ YH01OuL_N3""",2021-04-23T06:37:51.261Z,161915987126300
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:37:50.455Z,161915987045600
"""Adi @ YH01OuL_N3"" bets 130",2021-04-23T06:37:40.262Z,161915986026300
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:37:30.453Z,161915985045500
"Turn: 9♠, A♣, 2♠ [3♠]",2021-04-23T06:37:26.873Z,161915984687500
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:37:26.053Z,161915984605400
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:37:22.145Z,161915984214600
"Flop:  [9♠, A♣, 2♠]",2021-04-23T06:36:57.219Z,161915981722100
"""Adi @ YH01OuL_N3"" calls 200",2021-04-23T06:36:56.411Z,161915981641200
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:36:43.290Z,161915980329100
"""GGGGunit @ BSJhpWucQ9"" raises to 200",2021-04-23T06:36:40.818Z,161915980082000
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:36:31.281Z,161915979128200
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:36:22.552Z,161915978255300
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:36:21.644Z,161915978164500
"""Adi @ YH01OuL_N3"" raises to 80",2021-04-23T06:36:15.591Z,161915977559200
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:36:12.150Z,161915977215100
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:36:10.864Z,161915977086500
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T06:36:08.828Z,161915976882900
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:36:06.122Z,161915976612300
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T06:36:05.216Z,161915976521700
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:36:02.686Z,161915976268700
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T06:36:01.207Z,161915976120812
"""TMILZ$ @ NfALsuXjZ9"" posts a small blind of 5",2021-04-23T06:36:01.207Z,161915976120811
"Your hand is 9♣, 4♦",2021-04-23T06:36:01.207Z,161915976120804
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2042) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2980) | #3 ""cw @ CE0qz3cL7r"" (3155) | #4 ""nik @ fYiRGQheT5"" (2130) | #5 ""Eric @ dei7kEnUlw"" (1180) | #7 ""kz @ 0a6Ik_ZRiT"" (1203) | #8 ""GGGGunit @ BSJhpWucQ9"" (905) | #9 ""kmoney @ 207qEauJ4R"" (1711) | #10 ""GQ @ Tj43FUuDGB"" (1552)",2021-04-23T06:36:01.207Z,161915976120801
"-- starting hand #108  (No Limit Texas Hold'em) (dealer: ""Adi @ YH01OuL_N3"") --",2021-04-23T06:36:01.207Z,161915976120800
"-- ending hand #107 --",2021-04-23T06:35:58.289Z,161915975829002
"""GGGGunit @ BSJhpWucQ9"" collected 345 from pot",2021-04-23T06:35:58.289Z,161915975829001
"Uncalled bet of 300 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T06:35:58.289Z,161915975829000
